0x0026948023FE0546EF6D3DB8DAf5e82881002fC2,0,1,1,1,1,0,4
0x002B5dfB3C71E1dC97A2e5A0A7f69F3e7b83F269,0,0,0,0,1,0,1
0x003c9f72c550FaBB7ac70493d5cC9A4fe1702770,0,1,1,1,1,0,4
0x00409fC839a2Ec2e6d12305423d37Cd011279C09,1,0,1,0,0,0,2
0x006c77e68d2cE85db549BAC376b4C7283A332447,0,0,1,0,0,0,1
0x00C6A1a5f61558491Bc8CEdA03Fdb4658513CcEA,0,0,0,1,0,0,1
0x01328e82Fbc87D90fcfE7EE3a7932a6Da3148f5B,0,0,0,0,0,1,1
0x0189af79aD1522909CBDb64BEe0048bb6A5d9d78,0,1,0,0,0,0,1
0x018D65d26a2F743B3BB376436EBF9812833A0d27,0,0,0,0,1,0,1
0x01A24cB8d73080AcDC8205DddE127adfB41bf18F,0,0,0,1,0,0,1
0x01AF3231417C138D30024b81a1F13E35C7004333,0,0,0,0,1,0,1
0x01DD129eDb0dA10678ecF4D5DCF11598e3F1aa0d,0,1,1,1,0,0,3
0x01a2B6c749b778053bC81551E23675F0aEe641DC,1,1,1,1,1,0,5
0x020Ee2b3876d33EdE0D7C751a3a4593CAB11b90b,0,1,1,1,1,0,4
0x0251FEbE6b9462f2F916658DFb43444Aa6109daB,0,0,0,0,1,0,1
0x026Eb6B8BB5a66FB9ac2A0dd69Db199dc2F0a579,0,0,0,0,1,0,1
0x026f4F00ee86343782C0b78d9A14ec9dD25f5356,0,1,1,1,1,0,4
0x02e4db4B129fa89fa59bEcf13434FeAb1FB9986e,0,0,0,0,1,0,1
0x030e3e488576B8FbEF29f84Fcc25088B9cEB7dfa,1,0,0,0,0,0,1
0x0332A05C57a3c9C56F06329fef7B12f30dff8085,0,0,0,0,1,0,1
0x03616AE0aF76F7166e610857A2BBB4f254C03c8f,0,1,1,1,1,0,4
0x037B628d51b6e2921C85d098C823AFe33541bD6A,1,0,0,1,0,0,2
0x038470d2B2EfCB50FcCb5508e90F4eb737862e83,1,0,1,1,1,0,4
0x03A507043314ef13A83aFFFbAf15d89055F64666,0,1,1,1,1,0,4
0x03B009313A9Fe6DA9106C43A50EBDB5bE61dF7ef,0,0,0,0,1,0,1
0x0411731Be3b7cBA409ede437472b75004353D81A,0,0,1,1,1,0,3
0x043AC44F8Cec7e359A31415f1e54459A8c2599a0,1,0,0,0,0,0,1
0x04c650b361A9f9DEcba87c6b87db11a67bfFcC4E,0,0,1,1,1,0,3
0x04f56519dE241935905729A9120758616ffF0B36,0,1,1,1,1,0,4
0x05405733c5B07C81A087aC77f3DB20ed03257D2C,1,0,0,0,0,0,1
0x05431cD62F011Cb44Ec803Fe4AC96FAC651CA494,1,0,0,1,0,0,2
